,FileNames,Label_FileNames,Label,Total_Organoids,Image
10,0012_resize.jpg,0012_resize.txt,"[[0.       0.214844 0.605469 0.195312 0.257812]
 [0.       0.818359 0.337891 0.175781 0.238281]]",2,"[[[116 116 116]
  [115 115 115]
  [114 114 114]
  ...
  [205 205 205]
  [205 205 205]
  [202 202 202]]

 [[115 115 115]
  [112 112 112]
  [119 119 119]
  ...
  [202 202 202]
  [209 209 209]
  [204 204 204]]

 [[113 113 113]
  [116 116 116]
  [114 114 114]
  ...
  [197 197 197]
  [212 212 212]
  [216 216 216]]

 ...

 [[ 84  84  84]
  [ 85  85  85]
  [ 84  84  84]
  ...
  [109 109 109]
  [123 123 123]
  [144 144 144]]

 [[ 84  84  84]
  [ 84  84  84]
  [ 84  84  84]
  ...
  [139 139 139]
  [132 132 132]
  [145 145 145]]

 [[ 83  83  83]
  [ 85  85  85]
  [ 84  84  84]
  ...
  [164 164 164]
  [157 157 157]
  [159 159 159]]]"
11,0013_resize.jpg,0013_resize.txt,"[[0.       0.169922 0.136719 0.105469 0.125   ]
 [0.       0.160156 0.279297 0.15625  0.199219]
 [0.       0.59375  0.195312 0.109375 0.148438]
 [0.       0.679688 0.294922 0.148438 0.082031]
 [0.       0.652344 0.466797 0.117188 0.144531]
 [0.       0.429688 0.6875   0.125    0.109375]
 [0.       0.835938 0.666016 0.132812 0.167969]]",7,"[[[105 105 105]
  [152 152 152]
  [172 172 172]
  ...
  [136 136 136]
  [135 135 135]
  [133 133 133]]

 [[139 139 139]
  [144 144 144]
  [231 231 231]
  ...
  [136 136 136]
  [135 135 135]
  [134 134 134]]

 [[179 179 179]
  [173 173 173]
  [241 241 241]
  ...
  [134 134 134]
  [134 134 134]
  [134 134 134]]

 ...

 [[ 43  43  43]
  [ 48  48  48]
  [ 63  63  63]
  ...
  [222 222 222]
  [221 221 221]
  [224 224 224]]

 [[ 40  40  40]
  [ 49  49  49]
  [ 58  58  58]
  ...
  [215 215 215]
  [227 227 227]
  [230 230 230]]

 [[ 42  42  42]
  [ 52  52  52]
  [ 44  44  44]
  ...
  [218 218 218]
  [232 232 232]
  [231 231 231]]]"
12,0014_resize.jpg,0014_resize.txt,"[[0.       0.708984 0.53125  0.128906 0.148438]
 [0.       0.203125 0.824219 0.0625   0.09375 ]
 [0.       0.681641 0.148438 0.082031 0.109375]
 [0.       0.892578 0.263672 0.113281 0.128906]]",4,"[[[250 250 250]
  [243 243 243]
  [250 250 250]
  ...
  [147 147 147]
  [166 166 166]
  [200 200 200]]

 [[255 255 255]
  [253 253 253]
  [250 250 250]
  ...
  [147 147 147]
  [183 183 183]
  [198 198 198]]

 [[253 253 253]
  [250 250 250]
  [250 250 250]
  ...
  [149 149 149]
  [206 206 206]
  [190 190 190]]

 ...

 [[184 184 184]
  [192 192 192]
  [191 191 191]
  ...
  [ 89  89  89]
  [ 88  88  88]
  [ 88  88  88]]

 [[174 174 174]
  [188 188 188]
  [181 181 181]
  ...
  [ 87  87  87]
  [ 87  87  87]
  [ 87  87  87]]

 [[177 177 177]
  [186 186 186]
  [170 170 170]
  ...
  [ 86  86  86]
  [ 86  86  86]
  [ 86  86  86]]]"
13,0015_resize.jpg,0015_resize.txt,"[[0.       0.083984 0.9375   0.105469 0.117188]
 [0.       0.130859 0.818359 0.089844 0.136719]
 [0.       0.210938 0.558594 0.171875 0.273438]
 [0.       0.332031 0.316406 0.109375 0.164062]
 [0.       0.503906 0.306641 0.125    0.128906]
 [0.       0.623047 0.455078 0.066406 0.183594]
 [0.       0.458984 0.537109 0.089844 0.152344]
 [0.       0.738281 0.632812 0.117188 0.125   ]
 [0.       0.685547 0.416016 0.050781 0.058594]
 [0.       0.771484 0.154297 0.121094 0.121094]
 [0.       0.791016 0.332031 0.042969 0.046875]
 [0.       0.888672 0.322266 0.113281 0.191406]
 [0.       0.550781 0.849609 0.09375  0.082031]]",13,"[[[230 230 230]
  [231 231 231]
  [230 230 230]
  ...
  [195 195 195]
  [203 203 203]
  [200 200 200]]

 [[229 229 229]
  [231 231 231]
  [232 232 232]
  ...
  [187 187 187]
  [198 198 198]
  [195 195 195]]

 [[231 231 231]
  [231 231 231]
  [231 231 231]
  ...
  [181 181 181]
  [193 193 193]
  [187 187 187]]

 ...

 [[191 191 191]
  [186 186 186]
  [179 179 179]
  ...
  [160 160 160]
  [161 161 161]
  [158 158 158]]

 [[187 187 187]
  [183 183 183]
  [185 185 185]
  ...
  [160 160 160]
  [162 162 162]
  [159 159 159]]

 [[173 173 173]
  [177 177 177]
  [187 187 187]
  ...
  [160 160 160]
  [158 158 158]
  [156 156 156]]]"
14,0016_resize.jpg,0016_resize.txt,"[[0.       0.896484 0.501953 0.136719 0.160156]
 [0.       0.123047 0.525391 0.191406 0.253906]
 [0.       0.386719 0.552734 0.117188 0.136719]
 [0.       0.724609 0.048828 0.128906 0.089844]]",4,"[[[104 104 104]
  [ 97  97  97]
  [105 105 105]
  ...
  [ 93  93  93]
  [ 91  91  91]
  [100 100 100]]

 [[ 93  93  93]
  [ 93  93  93]
  [101 101 101]
  ...
  [ 91  91  91]
  [ 90  90  90]
  [ 96  96  96]]

 [[ 86  86  86]
  [ 88  88  88]
  [ 92  92  92]
  ...
  [103 103 103]
  [ 90  90  90]
  [ 93  93  93]]

 ...

 [[ 82  82  82]
  [ 85  85  85]
  [ 95  95  95]
  ...
  [164 164 164]
  [160 160 160]
  [161 161 161]]

 [[ 87  87  87]
  [ 89  89  89]
  [ 95  95  95]
  ...
  [163 163 163]
  [169 169 169]
  [151 151 151]]

 [[ 83  83  83]
  [ 85  85  85]
  [ 88  88  88]
  ...
  [155 155 155]
  [149 149 149]
  [148 148 148]]]"
15,0017_resize.jpg,0017_resize.txt,"[[0.       0.072266 0.435547 0.136719 0.183594]
 [0.       0.335938 0.578125 0.132812 0.148438]
 [0.       0.369141 0.857422 0.121094 0.167969]
 [0.       0.841797 0.675781 0.144531 0.21875 ]
 [0.       0.712891 0.449219 0.144531 0.1875  ]
 [0.       0.869141 0.251953 0.113281 0.144531]
 [0.       0.548828 0.109375 0.121094 0.109375]]",7,"[[[203 203 203]
  [211 211 211]
  [220 220 220]
  ...
  [205 205 205]
  [209 209 209]
  [237 237 237]]

 [[222 222 222]
  [226 226 226]
  [225 225 225]
  ...
  [194 194 194]
  [215 215 215]
  [255 255 255]]

 [[235 235 235]
  [211 211 211]
  [206 206 206]
  ...
  [235 235 235]
  [228 228 228]
  [238 238 238]]

 ...

 [[215 215 215]
  [183 183 183]
  [167 167 167]
  ...
  [165 165 165]
  [162 162 162]
  [165 165 165]]

 [[166 166 166]
  [174 174 174]
  [169 169 169]
  ...
  [161 161 161]
  [161 161 161]
  [167 167 167]]

 [[179 179 179]
  [176 176 176]
  [187 187 187]
  ...
  [164 164 164]
  [165 165 165]
  [169 169 169]]]"
16,0018_resize.jpg,0018_resize.txt,"[[0.       0.357422 0.337891 0.105469 0.160156]
 [0.       0.080078 0.255859 0.097656 0.136719]
 [0.       0.447266 0.234375 0.089844 0.117188]
 [0.       0.78125  0.410156 0.117188 0.1875  ]
 [0.       0.302734 0.695312 0.113281 0.25    ]
 [0.       0.417969 0.638672 0.109375 0.238281]
 [0.       0.482422 0.505859 0.105469 0.105469]
 [0.       0.578125 0.431641 0.101562 0.136719]
 [0.       0.708984 0.652344 0.097656 0.125   ]
 [0.       0.179688 0.929688 0.140625 0.140625]
 [0.       0.376953 0.951172 0.074219 0.082031]
 [0.       0.919922 0.716797 0.089844 0.113281]
 [0.       0.904297 0.085938 0.089844 0.101562]]",13,"[[[226 226 226]
  [223 223 223]
  [221 221 221]
  ...
  [218 218 218]
  [213 213 213]
  [203 203 203]]

 [[221 221 221]
  [219 219 219]
  [220 220 220]
  ...
  [217 217 217]
  [211 211 211]
  [207 207 207]]

 [[220 220 220]
  [219 219 219]
  [220 220 220]
  ...
  [216 216 216]
  [213 213 213]
  [211 211 211]]

 ...

 [[179 179 179]
  [181 181 181]
  [186 186 186]
  ...
  [181 181 181]
  [178 178 178]
  [176 176 176]]

 [[194 194 194]
  [192 192 192]
  [196 196 196]
  ...
  [174 174 174]
  [173 173 173]
  [169 169 169]]

 [[201 201 201]
  [197 197 197]
  [199 199 199]
  ...
  [166 166 166]
  [165 165 165]
  [160 160 160]]]"
17,0019_resize.jpg,0019_resize.txt,"[[0.       0.902344 0.669922 0.101562 0.128906]
 [0.       0.611328 0.451172 0.089844 0.152344]
 [0.       0.171875 0.177734 0.078125 0.089844]]",3,"[[[143 143 143]
  [143 143 143]
  [145 145 145]
  ...
  [126 126 126]
  [127 127 127]
  [120 120 120]]

 [[129 129 129]
  [148 148 148]
  [152 152 152]
  ...
  [124 124 124]
  [129 129 129]
  [132 132 132]]

 [[146 146 146]
  [116 116 116]
  [ 88  88  88]
  ...
  [126 126 126]
  [129 129 129]
  [130 130 130]]

 ...

 [[161 161 161]
  [162 162 162]
  [163 163 163]
  ...
  [154 154 154]
  [146 146 146]
  [148 148 148]]

 [[162 162 162]
  [163 163 163]
  [163 163 163]
  ...
  [148 148 148]
  [157 157 157]
  [156 156 156]]

 [[162 162 162]
  [163 163 163]
  [162 162 162]
  ...
  [152 152 152]
  [158 158 158]
  [150 150 150]]]"
18,0020_resize.jpg,0020_resize.txt,[[15.        0.5625    0.445312  0.15625   0.195312]],1,"[[[172 172 172]
  [173 173 173]
  [172 172 172]
  ...
  [155 155 155]
  [154 154 154]
  [153 153 153]]

 [[173 173 173]
  [172 172 172]
  [172 172 172]
  ...
  [154 154 154]
  [154 154 154]
  [153 153 153]]

 [[172 172 172]
  [172 172 172]
  [173 173 173]
  ...
  [154 154 154]
  [153 153 153]
  [153 153 153]]

 ...

 [[171 171 171]
  [172 172 172]
  [172 172 172]
  ...
  [139 139 139]
  [139 139 139]
  [138 138 138]]

 [[171 171 171]
  [171 171 171]
  [171 171 171]
  ...
  [139 139 139]
  [139 139 139]
  [139 139 139]]

 [[171 171 171]
  [172 172 172]
  [171 171 171]
  ...
  [139 139 139]
  [139 139 139]
  [137 137 137]]]"
19,0021_resize.jpg,0021_resize.txt,"[[0.       0.535156 0.310547 0.25     0.355469]
 [0.       0.292969 0.470703 0.195312 0.175781]]",2,"[[[243 243 243]
  [241 241 241]
  [240 240 240]
  ...
  [114 114 114]
  [122 122 122]
  [118 118 118]]

 [[244 244 244]
  [252 252 252]
  [232 232 232]
  ...
  [114 114 114]
  [121 121 121]
  [119 119 119]]

 [[229 229 229]
  [237 237 237]
  [220 220 220]
  ...
  [117 117 117]
  [121 121 121]
  [119 119 119]]

 ...

 [[214 214 214]
  [255 255 255]
  [255 255 255]
  ...
  [157 157 157]
  [156 156 156]
  [155 155 155]]

 [[227 227 227]
  [255 255 255]
  [244 244 244]
  ...
  [160 160 160]
  [159 159 159]
  [156 156 156]]

 [[216 216 216]
  [245 245 245]
  [237 237 237]
  ...
  [161 161 161]
  [159 159 159]
  [154 154 154]]]"
20,0022_resize.jpg,0022_resize.txt,"[[0.       0.871094 0.71875  0.164062 0.195312]
 [0.       0.59375  0.580078 0.15625  0.128906]
 [0.       0.126953 0.291016 0.097656 0.121094]
 [0.       0.431641 0.167969 0.121094 0.171875]]",4,"[[[168 168 168]
  [172 172 172]
  [169 169 169]
  ...
  [191 191 191]
  [192 192 192]
  [188 188 188]]

 [[166 166 166]
  [172 172 172]
  [167 167 167]
  ...
  [205 205 205]
  [190 190 190]
  [193 193 193]]

 [[172 172 172]
  [169 169 169]
  [170 170 170]
  ...
  [212 212 212]
  [219 219 219]
  [215 215 215]]

 ...

 [[147 147 147]
  [144 144 144]
  [146 146 146]
  ...
  [142 142 142]
  [156 156 156]
  [158 158 158]]

 [[145 145 145]
  [144 144 144]
  [143 143 143]
  ...
  [155 155 155]
  [161 161 161]
  [175 175 175]]

 [[145 145 145]
  [143 143 143]
  [144 144 144]
  ...
  [155 155 155]
  [167 167 167]
  [176 176 176]]]"
21,0023_resize.jpg,0023_resize.txt,"[[0.       0.466797 0.488281 0.152344 0.164062]
 [0.       0.294922 0.603516 0.089844 0.144531]
 [0.       0.380859 0.324219 0.152344 0.148438]]",3,"[[[181 181 181]
  [211 211 211]
  [255 255 255]
  ...
  [255 255 255]
  [253 253 253]
  [205 205 205]]

 [[183 183 183]
  [237 237 237]
  [255 255 255]
  ...
  [254 254 254]
  [254 254 254]
  [236 236 236]]

 [[255 255 255]
  [254 254 254]
  [254 254 254]
  ...
  [242 242 242]
  [252 252 252]
  [255 255 255]]

 ...

 [[226 226 226]
  [245 245 245]
  [234 234 234]
  ...
  [255 255 255]
  [254 254 254]
  [254 254 254]]

 [[238 238 238]
  [248 248 248]
  [240 240 240]
  ...
  [254 254 254]
  [254 254 254]
  [255 255 255]]

 [[237 237 237]
  [246 246 246]
  [234 234 234]
  ...
  [254 254 254]
  [254 254 254]
  [248 248 248]]]"
22,0024_resize.jpg,0024_resize.txt,"[[0.       0.302734 0.298828 0.082031 0.128906]
 [0.       0.451172 0.585938 0.097656 0.132812]
 [0.       0.554688 0.568359 0.0625   0.097656]
 [0.       0.726562 0.503906 0.101562 0.132812]
 [0.       0.203125 0.6875   0.09375  0.1875  ]
 [0.       0.294922 0.791016 0.066406 0.089844]
 [0.       0.140625 0.191406 0.171875 0.179688]
 [0.       0.318359 0.474609 0.144531 0.253906]
 [0.       0.816406 0.722656 0.148438 0.226562]
 [0.       0.740234 0.923828 0.105469 0.128906]
 [0.       0.873047 0.527344 0.089844 0.085938]
 [0.       0.796875 0.132812 0.09375  0.109375]
 [0.       0.449219 0.076172 0.148438 0.136719]]",13,"[[[166 166 166]
  [166 166 166]
  [168 168 168]
  ...
  [191 191 191]
  [210 210 210]
  [198 198 198]]

 [[161 161 161]
  [159 159 159]
  [163 163 163]
  ...
  [204 204 204]
  [212 212 212]
  [188 188 188]]

 [[152 152 152]
  [159 159 159]
  [159 159 159]
  ...
  [201 201 201]
  [201 201 201]
  [181 181 181]]

 ...

 [[104 104 104]
  [100 100 100]
  [102 102 102]
  ...
  [157 157 157]
  [203 203 203]
  [209 209 209]]

 [[106 106 106]
  [106 106 106]
  [112 112 112]
  ...
  [121 121 121]
  [181 181 181]
  [213 213 213]]

 [[103 103 103]
  [110 110 110]
  [117 117 117]
  ...
  [118 118 118]
  [132 132 132]
  [193 193 193]]]"
23,0025_resize.jpg,0025_resize.txt,[[0.       0.544922 0.478516 0.167969 0.246094]],1,"[[[211 211 211]
  [212 212 212]
  [211 211 211]
  ...
  [197 197 197]
  [197 197 197]
  [197 197 197]]

 [[210 210 210]
  [211 211 211]
  [211 211 211]
  ...
  [198 198 198]
  [197 197 197]
  [196 196 196]]

 [[211 211 211]
  [212 212 212]
  [211 211 211]
  ...
  [197 197 197]
  [197 197 197]
  [196 196 196]]

 ...

 [[201 201 201]
  [201 201 201]
  [201 201 201]
  ...
  [194 194 194]
  [193 193 193]
  [193 193 193]]

 [[200 200 200]
  [201 201 201]
  [201 201 201]
  ...
  [194 194 194]
  [194 194 194]
  [195 195 195]]

 [[199 199 199]
  [201 201 201]
  [200 200 200]
  ...
  [194 194 194]
  [193 193 193]
  [193 193 193]]]"
24,0026_resize.jpg,0026_resize.txt,"[[0.       0.677734 0.552734 0.121094 0.355469]
 [0.       0.617188 0.267578 0.125    0.191406]
 [0.       0.134766 0.394531 0.128906 0.148438]]",3,"[[[180 180 180]
  [183 183 183]
  [181 181 181]
  ...
  [197 197 197]
  [197 197 197]
  [192 192 192]]

 [[178 178 178]
  [181 181 181]
  [181 181 181]
  ...
  [197 197 197]
  [196 196 196]
  [191 191 191]]

 [[177 177 177]
  [180 180 180]
  [181 181 181]
  ...
  [197 197 197]
  [197 197 197]
  [191 191 191]]

 ...

 [[184 184 184]
  [187 187 187]
  [187 187 187]
  ...
  [200 200 200]
  [199 199 199]
  [198 198 198]]

 [[182 182 182]
  [186 186 186]
  [185 185 185]
  ...
  [199 199 199]
  [199 199 199]
  [199 199 199]]

 [[179 179 179]
  [183 183 183]
  [183 183 183]
  ...
  [198 198 198]
  [199 199 199]
  [198 198 198]]]"
25,0027_resize.jpg,0027_resize.txt,"[[0.       0.140625 0.357422 0.148438 0.222656]
 [0.       0.59375  0.328125 0.171875 0.210938]
 [0.       0.798828 0.306641 0.160156 0.167969]
 [0.       0.71875  0.099609 0.140625 0.144531]]",4,"[[[ 89  89  89]
  [ 98  98  98]
  [103 103 103]
  ...
  [250 250 250]
  [250 250 250]
  [251 251 251]]

 [[ 95  95  95]
  [105 105 105]
  [110 110 110]
  ...
  [251 251 251]
  [252 252 252]
  [252 252 252]]

 [[ 96  96  96]
  [ 99  99  99]
  [102 102 102]
  ...
  [252 252 252]
  [252 252 252]
  [247 247 247]]

 ...

 [[ 92  92  92]
  [ 87  87  87]
  [ 96  96  96]
  ...
  [254 254 254]
  [253 253 253]
  [253 253 253]]

 [[ 88  88  88]
  [ 88  88  88]
  [101 101 101]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]

 [[ 94  94  94]
  [ 93  93  93]
  [ 94  94  94]
  ...
  [253 253 253]
  [253 253 253]
  [253 253 253]]]"
